28-2-6085707-2-40-1160040006;FormControl with ID 1160040006 in Form 6085707;Move to next page;
28-2-6085707-2-10-161024014;FormControl with ID 161024014 in Form 6085707;Original document;
28-2-6085707-2-10-161024015;FormControl with ID 161024015 in Form 6085707;Zoom;
28-2-6085707-2-10-161024017;FormControl with ID 161024017 in Form 6085707;Zoom;
28-2-6085707-2-10-161024018;FormControl with ID 161024018 in Form 6085707;Total No. of pages;
28-2-6085707-2-40-161024019;FormControl with ID 161024019 in Form 6085707;Move to next page;
28-2-6085707-2-10-161024020;FormControl with ID 161024020 in Form 6085707;Current Page;
28-2-6085707-2-40-161024021;FormControl with ID 161024021 in Form 6085707;Move to previous page;
28-2-6085707-2-10-161024024;FormControl with ID 161024024 in Form 6085707;Assigned;
28-2-6085707-2-10-161024026;FormControl with ID 161024026 in Form 6085707;Amount Excl. VAT;
28-2-6085707-2-10-161024027;FormControl with ID 161024027 in Form 6085707;Imported;
28-2-6085707-2-10-161024031;FormControl with ID 161024031 in Form 6085707;Approval Entries;
28-2-6085707-2-10-161024032;FormControl with ID 161024032 in Form 6085707;Approval Comments;
28-2-6085707-2-10-161024042;FormControl with ID 161024042 in Form 6085707;Amount Incl. VAT;
28-2-6085707-2-10-161024050;FormControl with ID 161024050 in Form 6085707;Approval by;
28-2-6085707-2-10-161024057;FormControl with ID 161024057 in Form 6085707;No. of Documents;
28-2-6085707-2-40-70;FormControl with ID 70 in Form 6085707;Comment;
28-2-6085707-2-10-71;FormControl with ID 71 in Form 6085707;Buy-from Post Code/City;
28-2-6085707-2-10-82;FormControl with ID 82 in Form 6085707;Pay-to Post Code/City;
28-2-6085707-2-10-84;FormControl with ID 84 in Form 6085707;Ship-to Post Code/City;
28-2-6085707-4-10-161024035;MenuButton with ID 161024035 in Form 6085707;&Approval;
28-2-6085707-5-10-100;MenuItem with ID 100 in Form 6085707;Item Availability by;
28-2-6085707-5-10-102;MenuItem with ID 102 in Form 6085707;Period;
28-2-6085707-5-10-103;MenuItem with ID 103 in Form 6085707;Variant;
28-2-6085707-5-10-104;MenuItem with ID 104 in Form 6085707;Get Return &Shipment Lines;
28-2-6085707-5-10-105;MenuItem with ID 105 in Form 6085707;Dimensions;
28-2-6085707-5-10-106;MenuItem with ID 106 in Form 6085707;Dimensions;
28-2-6085707-5-10-112;MenuItem with ID 112 in Form 6085707;Re&lease;
28-2-6085707-5-10-113;MenuItem with ID 113 in Form 6085707;Re&open;
28-2-6085707-5-10-114;MenuItem with ID 114 in Form 6085707;Move Negative Lines;
28-2-6085707-5-10-1160011004;MenuItem with ID 1160011004 in Form 6085707;Document Card;
28-2-6085707-5-10-1160040000;MenuItem with ID 1160040000 in Form 6085707;Ge&t Return Order Lines;
28-2-6085707-5-10-1160040005;MenuItem with ID 1160040005 in Form 6085707;Incoming E-Mail;
28-2-6085707-5-10-1160040103;MenuItem with ID 1160040103 in Form 6085707;Get Std. Amount Di&stribution Codes;
28-2-6085707-5-10-127;MenuItem with ID 127 in Form 6085707;Get St&d. Vend. Purchase Codes;
28-2-6085707-5-10-161011031;MenuItem with ID 161011031 in Form 6085707;&PDF File;
28-2-6085707-5-10-161024023;MenuItem with ID 161024023 in Form 6085707;&Force Approval;
28-2-6085707-5-10-161024036;MenuItem with ID 161024036 in Form 6085707;&Approve;
28-2-6085707-5-10-161024037;MenuItem with ID 161024037 in Form 6085707;&Reject;
28-2-6085707-5-10-161024038;MenuItem with ID 161024038 in Form 6085707;&Forward;
28-2-6085707-5-10-161024039;MenuItem with ID 161024039 in Form 6085707;Send A&pproval Request;
28-2-6085707-5-10-161024040;MenuItem with ID 161024040 in Form 6085707;Cancel Approval Re&quest;
28-2-6085707-5-10-161024045;MenuItem with ID 161024045 in Form 6085707;&Change Imported Amounts;
28-2-6085707-5-10-161024046;MenuItem with ID 161024046 in Form 6085707;&Archived Versions;
28-2-6085707-5-10-161024047;MenuItem with ID 161024047 in Form 6085707;Allocations;
28-2-6085707-5-10-161024049;MenuItem with ID 161024049 in Form 6085707;Comments;
28-2-6085707-5-10-161024054;MenuItem with ID 161024054 in Form 6085707;&On Hold;
28-2-6085707-5-10-29;MenuItem with ID 29 in Form 6085707;Insert &Ext. Texts;
28-2-6085707-5-10-48;MenuItem with ID 48 in Form 6085707;List;
28-2-6085707-5-10-49;MenuItem with ID 49 in Form 6085707;Statistics;
28-2-6085707-5-10-50;MenuItem with ID 50 in Form 6085707;Card;
28-2-6085707-5-10-51;MenuItem with ID 51 in Form 6085707;Co&mments;
28-2-6085707-5-10-53;MenuItem with ID 53 in Form 6085707;Calculate &Invoice Discount;
28-2-6085707-5-10-54;MenuItem with ID 54 in Form 6085707;Copy Document;
28-2-6085707-5-10-55;MenuItem with ID 55 in Form 6085707;E&xplode BOM;
28-2-6085707-5-10-56;MenuItem with ID 56 in Form 6085707;Get &Phase/Task/Step;
28-2-6085707-5-10-58;MenuItem with ID 58 in Form 6085707;Test Report;
28-2-6085707-5-10-5800;MenuItem with ID 5800 in Form 6085707;Item Charge &Assignment;
28-2-6085707-5-10-59;MenuItem with ID 59 in Form 6085707;P&ost;
28-2-6085707-5-10-60;MenuItem with ID 60 in Form 6085707;Post and &Print;
28-2-6085707-5-10-61;MenuItem with ID 61 in Form 6085707;Post &Batch;
28-2-6085707-5-10-6500;MenuItem with ID 6500 in Form 6085707;Item &Tracking Lines;
28-2-6085707-5-10-93;MenuItem with ID 93 in Form 6085707;Apply Entries;
28-2-6085707-5-10-98;MenuItem with ID 98 in Form 6085707;Location;
28-2-6085707-7-10-1000000010;TextConst with ID 1000000010 in Form 6085707;Page %1;
28-2-6085707-7-10-1000000011;TextConst with ID 1000000011 in Form 6085707;(%1 pages in total);
28-5-6085706-7-10-1000000005;TextConst with ID 1000000005 in Codeunit 6085706;Select Purchaser from List,Use Purchaser from Vendor (%1),Always use Purchaser from Vendor (%1);
28-5-6085706-7-10-1000000009;TextConst with ID 1000000009 in Codeunit 6085706;No line translation exists with %1 = ''%2''\\This must be created in order to register the document.;
28-5-6085706-7-10-1000000011;TextConst with ID 1000000011 in Codeunit 6085706;The following error occurred when performing %1 on %2 %3:\\%4;
28-5-6085706-7-10-1000000014;TextConst with ID 1000000014 in Codeunit 6085706;Select Purchaser from List,Change Purchaser on Vendor;
28-5-6085706-7-10-1000000015;TextConst with ID 1000000015 in Codeunit 6085706;\\Any subsequent steps will have to be performed manually.;
28-5-6085706-7-10-1000000016;TextConst with ID 1000000016 in Codeunit 6085706;%1 has been set up to %2, but no lines was matched.\\Do you want to continue the registration?;
28-5-6085706-7-10-1002;TextConst with ID 1002 in Codeunit 6085706;Warehouse ;
28-5-6085706-7-10-1003;TextConst with ID 1003 in Codeunit 6085706;%1 is required for %2 = %3.;
28-5-6085706-7-10-1160040000;TextConst with ID 1160040000 in Codeunit 6085706;Order No. %1:;
28-5-6085706-7-10-1160040001;TextConst with ID 1160040001 in Codeunit 6085706;Return Order No. %1:;
28-5-6085706-7-10-1160040002;TextConst with ID 1160040002 in Codeunit 6085706;Would you like to set up a translation from %1 to Purchaser Code %2?;
28-5-6085706-7-10-1160040003;TextConst with ID 1160040003 in Codeunit 6085706;Translate ''%1'' to %2 for all vendors,Translate ''%1'' to %2 for %3 only;
28-5-6085706-7-10-161024015;TextConst with ID 161024015 in Codeunit 6085706;There is a difference between the matched and invoiced amounts.;
28-5-6085706-7-10-161024017;TextConst with ID 161024017 in Codeunit 6085706;No Account has been configured for %1.;
28-5-6085706-7-10-161024019;TextConst with ID 161024019 in Codeunit 6085706;%1 has been set up to %2, but no lines were matched.\\Do you want to continue the registration?;
28-5-6085706-7-10-161024020;TextConst with ID 161024020 in Codeunit 6085706;You can only match to one order when %1 = ''%2''.;
28-5-6085706-7-10-161024021;TextConst with ID 161024021 in Codeunit 6085706;WARNING\\%1 is already filled out on order %3, but no invoices have been posted with this %1 (%2).\\Do you want to continue registrering this invoice and thereby overwriting %1 on this order?;
28-5-6085706-7-10-161024022;TextConst with ID 161024022 in Codeunit 6085706;WARNING\\%1 is already filled out on return order %3, but no credit memoes have been posted with this %1 (%2).\\Do you want to continue registrering this credit memo and thereby overwriting %1 on this return order?;
28-5-6085706-7-10-161024023;TextConst with ID 161024023 in Codeunit 6085706;WARNING\\This invoice hasn''t been matched to an order. Therefore all costs will be added as new lines on the order instead of updating existing lines.\\Do you want to continue registrering this invoice?;
28-5-6085706-7-10-161024024;TextConst with ID 161024024 in Codeunit 6085706;WARNING\\This credit memo hasn''t been matched to a return order and no return order number has been specified. Do you wan''t to create a credit memo instead of updating an existing return order?;
28-5-6085706-7-10-161024025;TextConst with ID 161024025 in Codeunit 6085706;WARNING\\This credit memo hasn''t been matched to an order. Therefore all costs will be added as new lines on the return order instead of updating existing lines.\\Do you want to continue registrering this credit memo?;
28-5-6085706-7-10-161024026;TextConst with ID 161024026 in Codeunit 6085706;WARNING\\This invoice hasn''t been matched to an order and no order number has been specified. Do you want to create an invoice instead of updating an existing order?;
84-1-6085573-0-10-6085573;Object with ID 6085573 in Table 6085573;Document Capture Setup;
84-1-6085573-1-10-1;Field 'Primary Key'(1) in Table 'Document Capture Setup'(6085573);Primary Key;
84-1-6085573-1-10-100;Field 'Purch: Use TIFF-Form for Appr.'(100) in Table 'Document Capture Setup'(6085573);Use TIFF-Form for Approval;
84-1-6085573-1-10-101;Field 'Purch: No. of Open PIs'(101) in Table 'Document Capture Setup'(6085573);No. of Open Invoices;
84-1-6085573-1-10-102;Field 'Purch: No. of Released PIs'(102) in Table 'Document Capture Setup'(6085573);No. of Released Invoices;
84-1-6085573-1-10-103;Field 'Purch: No. of PIs for Approval'(103) in Table 'Document Capture Setup'(6085573);No. of Invoices for Approval;
84-1-6085573-1-10-104;Field 'Purch: No. of Overdue PIs'(104) in Table 'Document Capture Setup'(6085573);No. of Overdue Invoices;
84-1-6085573-1-10-11;Field 'PDF File Path'(11) in Table 'Document Capture Setup'(6085573);PDF File Path;
84-1-6085573-1-10-110;Field 'Purch: No. of Open PCs'(110) in Table 'Document Capture Setup'(6085573);No. of Open Credit Memoes;
84-1-6085573-1-10-111;Field 'Purch: No. of Released PCs'(111) in Table 'Document Capture Setup'(6085573);No. of Released PCM;
84-1-6085573-1-10-112;Field 'Purch: No. of PCs for Approval'(112) in Table 'Document Capture Setup'(6085573);No. of Credit Memoes for Approval;
84-1-6085573-1-10-119;Field 'Purch: No. of Overdue Ap. Ent.'(119) in Table 'Document Capture Setup'(6085573);No. of Overdue Approval Entries;
84-1-6085573-1-10-120;Field 'Purch: Last Status E-Mail Sent'(120) in Table 'Document Capture Setup'(6085573);Last Status E-Mail Sent;
84-1-6085573-1-10-121;Field 'Purch: 4-eyes Approval'(121) in Table 'Document Capture Setup'(6085573);4-eyes Approval;
84-1-6085573-1-20-121;Field 'Purch: 4-eyes Approval'(121) in Table 'Document Capture Setup'(6085573);Not Required,Required,Required - both with full amounts limits;
84-1-6085573-1-10-122;Field 'Purch: Approval Template'(122) in Table 'Document Capture Setup'(6085573);Approval Template;
84-1-6085573-1-10-123;Field 'Purch: Approval E-Mail Subject'(123) in Table 'Document Capture Setup'(6085573);Approval E-Mail Subject;
84-1-6085573-1-10-124;Field 'Check Amounts on Approval'(124) in Table 'Document Capture Setup'(6085573);Check Amounts on Approval;
84-1-6085573-1-20-124;Field 'Check Amounts on Approval'(124) in Table 'Document Capture Setup'(6085573);No,Every Approval,Last Approval;
84-1-6085573-1-10-125;Field 'Purch: Archive Doc. on Approv.'(125) in Table 'Document Capture Setup'(6085573);Archive Document on Approval;
84-1-6085573-1-10-126;Field 'Purch: Amount Valid. on Post.'(126) in Table 'Document Capture Setup'(6085573);Amount Validation on Post;
84-1-6085573-1-20-126;Field 'Purch: Amount Valid. on Post.'(126) in Table 'Document Capture Setup'(6085573);Not Required,Amount Excl. VAT and Amount Incl. VAT must match imported amounts,Only Amount Incl. VAT must match imported amounts,Only Amount Excl. VAT must match imported amounts;
84-1-6085573-1-10-127;Field 'Purch: Allow Force Approval'(127) in Table 'Document Capture Setup'(6085573);Allow Force Approval;
84-1-6085573-1-10-13;Field 'TIFF File Path'(13) in Table 'Document Capture Setup'(6085573);TIFF File Path;
84-1-6085573-1-10-130;Field 'Purch. Allocation Nos.'(130) in Table 'Document Capture Setup'(6085573);Purchase Allocation Nos.;
84-1-6085573-1-10-132;Field 'Auto. Post Purch. Allocation'(132) in Table 'Document Capture Setup'(6085573);Auto. Post Purchase Allocation;
84-1-6085573-1-10-133;Field 'Purch. Alloc. G/L Account Type'(133) in Table 'Document Capture Setup'(6085573);Purchase Allocation G/L Account Type;
84-1-6085573-1-20-133;Field 'Purch. Alloc. G/L Account Type'(133) in Table 'Document Capture Setup'(6085573);Use Posting Setup,Use Account on Purchase Lines;
84-1-6085573-1-10-134;Field 'Purch. Alloc. Source Code'(134) in Table 'Document Capture Setup'(6085573);Purchase Allocation Source Code;
84-1-6085573-1-10-135;Field 'Purch. Alloc. Amounts to Use'(135) in Table 'Document Capture Setup'(6085573);Purchase Allocation Amounts to Use;
84-1-6085573-1-20-135;Field 'Purch. Alloc. Amounts to Use'(135) in Table 'Document Capture Setup'(6085573);Use Lines or Imported Amounts,Always use Imported Amounts;
84-1-6085573-1-10-136;Field 'Purch.: Recreate Appvl. Hiera.'(136) in Table 'Document Capture Setup'(6085573);Recreate Approval Hierarchy on Forward;
84-1-6085573-1-10-137;Field 'Check Dim. Submit for Approval'(137) in Table 'Document Capture Setup'(6085573);Check Dim. on Submit for Approval;
84-1-6085573-1-10-138;Field 'Rev. Purch.Alloc. Posting Date'(138) in Table 'Document Capture Setup'(6085573);Reversed Purch. Alloc. Posting Date;
84-1-6085573-1-20-138;Field 'Rev. Purch.Alloc. Posting Date'(138) in Table 'Document Capture Setup'(6085573);Original purch. allocation posting date,Invoice/cr. memo posting date;
84-1-6085573-1-10-139;Field 'Check Dimensions on Approval'(139) in Table 'Document Capture Setup'(6085573);Check Dimensions on Approval;
84-1-6085573-1-20-139;Field 'Check Dimensions on Approval'(139) in Table 'Document Capture Setup'(6085573);No,Every Approval,Last Approval;
84-1-6085573-1-10-14;Field 'Disk File Directory Structure'(14) in Table 'Document Capture Setup'(6085573);Disk File Directory Structure;
84-1-6085573-1-20-14;Field 'Disk File Directory Structure'(14) in Table 'Document Capture Setup'(6085573);One Directory,Year\Month,Year\Month\Day;
84-1-6085573-1-10-140;Field 'Web: Show Description 2'(140) in Table 'Document Capture Setup'(6085573);Show Description 2;
84-1-6085573-1-10-141;Field 'Web: Show Line Discount Pct.'(141) in Table 'Document Capture Setup'(6085573);Show Line Discount Pct.;
84-1-6085573-1-10-142;Field 'Web: Show Prod. Posting Group'(142) in Table 'Document Capture Setup'(6085573);Show Prod. Posting Group;
84-1-6085573-1-10-143;Field 'Maintain User Document Search'(143) in Table 'Document Capture Setup'(6085573);Maintain User Specific Doc. Search;
84-1-6085573-1-10-144;Field 'Web: Show Posting Account Name'(144) in Table 'Document Capture Setup'(6085573);Show Posting Account Name;
84-1-6085573-1-10-145;Field 'Web: Dim. & Job Field Place.'(145) in Table 'Document Capture Setup'(6085573);Dimension && Job Fields Placement;
84-1-6085573-1-20-145;Field 'Web: Dim. & Job Field Place.'(145) in Table 'Document Capture Setup'(6085573);Before Quantity,After Amount;
84-1-6085573-1-10-146;Field 'Web: Show Unit of Measure'(146) in Table 'Document Capture Setup'(6085573);Show Unit of Measure;
84-1-6085573-1-10-147;Field 'Web: Show Type'(147) in Table 'Document Capture Setup'(6085573);Show Type;
84-1-6085573-1-10-148;Field 'Web: Show Amounts in LCY'(148) in Table 'Document Capture Setup'(6085573);Show Amounts in LCY;
84-1-6085573-1-20-148;Field 'Web: Show Amounts in LCY'(148) in Table 'Document Capture Setup'(6085573);Never,Always,If different from purchase currency;
84-1-6085573-1-10-149;Field 'Web: Historical Documents'(149) in Table 'Document Capture Setup'(6085573);Show in Historical Documents;
84-1-6085573-1-20-149;Field 'Web: Historical Documents'(149) in Table 'Document Capture Setup'(6085573);Only Posted Documents,Posted and Un-posted Documents;
84-1-6085573-1-10-15;Field 'Miscellaneous File Path'(15) in Table 'Document Capture Setup'(6085573);Miscellaneous File Path;
84-1-6085573-1-10-150;Field 'Error E-Mail'(150) in Table 'Document Capture Setup'(6085573);Error E-Mail;
84-1-6085573-1-10-154;Field 'Dynamics NAV Server Name'(154) in Table 'Document Capture Setup'(6085573);Dynamics NAV Server Name;
84-1-6085573-1-10-155;Field 'Dynamics NAV Server Instance'(155) in Table 'Document Capture Setup'(6085573);Dynamics NAV Server Instance;
84-1-6085573-1-10-156;Field 'Dynamics NAV Server Port'(156) in Table 'Document Capture Setup'(6085573);Dynamics NAV Server Port;
84-1-6085573-1-10-157;Field 'Purch: Approval NAV Client'(157) in Table 'Document Capture Setup'(6085573);Approval NAV Client;
84-1-6085573-1-20-157;Field 'Purch: Approval NAV Client'(157) in Table 'Document Capture Setup'(6085573);Classic,RoleTailored;
84-1-6085573-1-10-158;Field 'Barcode Nos.'(158) in Table 'Document Capture Setup'(6085573);Barcode Nos.;
84-1-6085573-1-10-159;Field 'Web: Show FA Posting Type'(159) in Table 'Document Capture Setup'(6085573);Show FA Posting Type;
84-1-6085573-1-10-16;Field 'E-Mail File Path'(16) in Table 'Document Capture Setup'(6085573);E-Mail File Path;
84-1-6085573-1-10-160;Field 'Security Certificate'(160) in Table 'Document Capture Setup'(6085573);Security Certificate;
84-1-6085573-1-10-17;Field 'Export Local OCR Config.'(17) in Table 'Document Capture Setup'(6085573);Export Local OCR Configuration;
84-1-6085573-1-10-170;Field 'Codeunit ID: Record ID Lookup'(170) in Table 'Document Capture Setup'(6085573);Codeunit ID: Record ID Lookup;
84-1-6085573-1-10-171;Field 'Company Code in Archive'(171) in Table 'Document Capture Setup'(6085573);Include Company Code in Archive paths;
84-1-6085573-1-10-172;Field 'Use Cloud OCR'(172) in Table 'Document Capture Setup'(6085573);Use Cloud OCR;
84-1-6085573-1-10-173;Field 'Cloud OCR Cache Timeout'(173) in Table 'Document Capture Setup'(6085573);Cloud OCR Cache Timeout;
84-1-6085573-1-10-174;Field 'Category Code in Archive'(174) in Table 'Document Capture Setup'(6085573);Include Category Code in Archive paths;
84-1-6085573-1-10-176;Field 'Web: Allow Forward and Approve'(176) in Table 'Document Capture Setup'(6085573);Allow Forward and Approve;
84-1-6085573-1-10-177;Field 'Web: Allow Forward w/o Approva'(177) in Table 'Document Capture Setup'(6085573);Allow Forward w/o Approval;
84-1-6085573-1-10-178;Field 'Web: Allow Forward and Return'(178) in Table 'Document Capture Setup'(6085573);Allow Forward and return for Approval;
84-1-6085573-1-10-179;Field 'Use Acc. and Dim. App. Pms.'(179) in Table 'Document Capture Setup'(6085573);Use Account and Dimension Approval Permissions;
84-1-6085573-1-10-18;Field 'Export Remote OCR Config.'(18) in Table 'Document Capture Setup'(6085573);Export Remote OCR Configuration;
84-1-6085573-1-10-180;Field 'Use UIC Documents'(180) in Table 'Document Capture Setup'(6085573);Use Unidentified Company Documents;
84-1-6085573-1-10-19;Field 'Remote OCR Config. Path'(19) in Table 'Document Capture Setup'(6085573);Remote OCR Config. Path;
84-1-6085573-1-10-2;Field 'Document Nos.'(2) in Table 'Document Capture Setup'(6085573);Document Nos.;
84-1-6085573-1-10-20;Field 'Date Filter'(20) in Table 'Document Capture Setup'(6085573);Date Filter;
84-1-6085573-1-10-21;Field 'Late Loading Classic CaptureUI'(21) in Table 'Document Capture Setup'(6085573);Late Loading Classic CaptureUI;
84-1-6085573-1-10-3;Field 'Template Nos.'(3) in Table 'Document Capture Setup'(6085573);Template Nos.;
84-1-6085573-1-10-30;Field 'SMTP Require SSL/TLS'(30) in Table 'Document Capture Setup'(6085573);SMTP require SSL/TLS;
84-1-6085573-1-10-31;Field 'Sender E-mail'(31) in Table 'Document Capture Setup'(6085573);Sender E-Mail;
84-1-6085573-1-10-32;Field 'Sender Name'(32) in Table 'Document Capture Setup'(6085573);Sender Name;
84-1-6085573-1-10-33;Field 'Company Code'(33) in Table 'Document Capture Setup'(6085573);Company Code;
84-1-6085573-1-10-4;Field 'Scanned File Path for OCR'(4) in Table 'Document Capture Setup'(6085573);Scanned File Path for OCR;
84-1-6085573-1-10-40;Field 'Scanner Driver Type'(40) in Table 'Document Capture Setup'(6085573);Scanner Driver Type;
84-1-6085573-1-20-40;Field 'Scanner Driver Type'(40) in Table 'Document Capture Setup'(6085573);Isis,Twain;
84-1-6085573-1-10-41;Field 'Sign Scanned Documents'(41) in Table 'Document Capture Setup'(6085573);Sign Scanned Documents;
84-1-6085573-1-10-43;Field 'PDF Signature Certificate'(43) in Table 'Document Capture Setup'(6085573);PDF Signature Certificate;
84-1-6085573-1-10-44;Field 'PDF Signature Cert. Password'(44) in Table 'Document Capture Setup'(6085573);PDF Signature Certificate Password;
84-1-6085573-1-10-6;Field 'File Path for OCR-proc. files'(6) in Table 'Document Capture Setup'(6085573);File Path for OCR-processed files;
84-1-6085573-1-10-64;Field 'Delimiters'(64) in Table 'Document Capture Setup'(6085573);Delimiters;
84-1-6085573-1-10-65;Field 'Approval Administrator Role ID'(65) in Table 'Document Capture Setup'(6085573);Approval Administrator Role ID;
84-1-6085573-1-10-68;Field 'Data Version'(68) in Table 'Document Capture Setup'(6085573);Data Version;
84-1-6085573-1-10-7;Field 'PDF File Path for OCR'(7) in Table 'Document Capture Setup'(6085573);PDF File Path for OCR;
84-1-6085573-1-10-8;Field 'Unidentified Company File Path'(8) in Table 'Document Capture Setup'(6085573);Unidentified Company File Path;
84-1-6085573-1-10-81;Field 'Web: Dimension 1 Code (Header)'(81) in Table 'Document Capture Setup'(6085573);Web Dimension 1 Code (Header);
84-1-6085573-1-10-82;Field 'Web: Dimension 2 Code (Header)'(82) in Table 'Document Capture Setup'(6085573);Web Dimension 2 Code (Header);
84-1-6085573-1-10-83;Field 'Web: Dimension 3 Code (Header)'(83) in Table 'Document Capture Setup'(6085573);Web Dimension 3 Code (Header);
84-1-6085573-1-10-84;Field 'Web: Dimension 4 Code (Header)'(84) in Table 'Document Capture Setup'(6085573);Web Dimension 4 Code (Header);
84-1-6085573-1-10-85;Field 'Web: Dimension 5 Code (Header)'(85) in Table 'Document Capture Setup'(6085573);Web Dimension 5 Code (Header);
84-1-6085573-1-10-86;Field 'Web: Dimension 6 Code (Header)'(86) in Table 'Document Capture Setup'(6085573);Web Dimension 6 Code (Header);
84-1-6085573-1-10-87;Field 'Web: Dimension 7 Code (Header)'(87) in Table 'Document Capture Setup'(6085573);Web Dimension 7 Code (Header);
84-1-6085573-1-10-88;Field 'Web: Dimension 8 Code (Header)'(88) in Table 'Document Capture Setup'(6085573);Web Dimension 8 Code (Header);
84-1-6085573-1-10-89;Field 'Web: Dimension 1 Code (Lines)'(89) in Table 'Document Capture Setup'(6085573);Web Dimension 1 Code (Lines);
84-1-6085573-1-10-9;Field 'Fill-out LCY'(9) in Table 'Document Capture Setup'(6085573);Fill-out LCY;
84-1-6085573-1-10-90;Field 'Web: Dimension 2 Code (Lines)'(90) in Table 'Document Capture Setup'(6085573);Web Dimension 2 Code (Lines);
84-1-6085573-1-10-91;Field 'Web: Dimension 3 Code (Lines)'(91) in Table 'Document Capture Setup'(6085573);Web Dimension 3 Code (Lines);
84-1-6085573-1-10-92;Field 'Web: Dimension 4 Code (Lines)'(92) in Table 'Document Capture Setup'(6085573);Web Dimension 4 Code (Lines);
84-1-6085573-1-10-93;Field 'Web: Dimension 5 Code (Lines)'(93) in Table 'Document Capture Setup'(6085573);Web Dimension 5 Code (Lines);
84-1-6085573-1-10-94;Field 'Web: Dimension 6 Code (Lines)'(94) in Table 'Document Capture Setup'(6085573);Web Dimension 6 Code (Lines);
84-1-6085573-1-10-95;Field 'Web: Dimension 7 Code (Lines)'(95) in Table 'Document Capture Setup'(6085573);Web Dimension 7 Code (Lines);
84-1-6085573-1-10-96;Field 'Web: Dimension 8 Code (Lines)'(96) in Table 'Document Capture Setup'(6085573);Web Dimension 8 Code (Lines);
84-1-6085573-1-10-97;Field 'Web: Show Job No.'(97) in Table 'Document Capture Setup'(6085573);Show Job No.;
84-1-6085573-1-10-98;Field 'Web: Show Job Task No.'(98) in Table 'Document Capture Setup'(6085573);Show Job Task No.;
84-1-6085573-1-10-99;Field 'Web: Show VAT Prod. Group'(99) in Table 'Document Capture Setup'(6085573);Show VAT Prod. Group;
84-1-6085573-7-10-1160040000;TextConst with ID 1160040000 in Table 6085573;Moving files\#1######################;
84-1-6085573-7-10-1160040001;TextConst with ID 1160040001 in Table 6085573;Do you want to create and assign %1 for all Document Categories?;
84-1-6085573-7-10-1160040002;TextConst with ID 1160040002 in Table 6085573;Do you want to export all document categories to Cloud OCR?;
84-1-6085573-7-10-161024013;TextConst with ID 161024013 in Table 6085573;%1 must be unique.\\%1 ''%2'' has also been entered in company ''%3''.;
84-1-6085573-7-10-161024014;TextConst with ID 161024014 in Table 6085573;Documents have already been imported. When you change %1 the system will automatically move files to %2.\\It is important that you take a backup of the existing directory structure and files before the system moves the files.\\Did you do this and do you want to continue changing %1 from ''%3'' to ''%4''?;
84-1-6085573-7-10-161024016;TextConst with ID 161024016 in Table 6085573;The value in %1 must be the same in all companies that are using Document Capture Web Approval.\\Do you want to update the value of this field in all other companies?;
84-1-6085573-7-10-161024017;TextConst with ID 161024017 in Table 6085573;Unable to connect to the Document Capture Web Site. Please make sure that you are running the latest version of the Document Capture Web Site.;
84-2-6085706-0-10-6085706;Object with ID 6085706 in Form 6085706;Purchase Invoice;
84-2-6085706-2-30-1;FormControl with ID 1 in Form 6085706;General,Invoicing,Shipping,Foreign Trade,E-Commerce;
84-2-6085706-2-10-1000000000;FormControl with ID 1000000000 in Form 6085706;Original document;
84-2-6085706-2-10-1000000001;FormControl with ID 1000000001 in Form 6085706;Approval Entries;
84-2-6085706-2-10-1000000006;FormControl with ID 1000000006 in Form 6085706;Total No. of pages;
84-2-6085706-2-40-1000000007;FormControl with ID 1000000007 in Form 6085706;Move to next page;
84-2-6085706-2-10-1000000008;FormControl with ID 1000000008 in Form 6085706;Current Page;
84-2-6085706-2-40-1000000009;FormControl with ID 1000000009 in Form 6085706;Move to previous page;
84-2-6085706-2-10-1000000010;FormControl with ID 1000000010 in Form 6085706;Zoom;
84-2-6085706-2-10-1000200011;FormControl with ID 1000200011 in Form 6085706;Zoom;
84-2-6085706-2-40-1160040001;FormControl with ID 1160040001 in Form 6085706;Move to next page;
84-2-6085706-2-10-161024012;FormControl with ID 161024012 in Form 6085706;Approval Comments;
84-2-6085706-2-10-161024014;FormControl with ID 161024014 in Form 6085706;Approval by;
84-2-6085706-2-10-161024018;FormControl with ID 161024018 in Form 6085706;Assigned;
84-2-6085706-2-10-161024020;FormControl with ID 161024020 in Form 6085706;Imported;
84-2-6085706-2-10-161024021;FormControl with ID 161024021 in Form 6085706;Amount Excl. VAT;
84-2-6085706-2-10-161024023;FormControl with ID 161024023 in Form 6085706;Amount Incl. VAT;
84-2-6085706-2-10-161024035;FormControl with ID 161024035 in Form 6085706;Approval Flow Code;
84-2-6085706-2-10-161024037;FormControl with ID 161024037 in Form 6085706;No. of Documents;
84-2-6085706-2-40-79;FormControl with ID 79 in Form 6085706;Comment;
84-2-6085706-2-10-80;FormControl with ID 80 in Form 6085706;Buy-from Post Code/City;
84-2-6085706-2-10-93;FormControl with ID 93 in Form 6085706;Pay-to Post Code/City;
84-2-6085706-2-10-95;FormControl with ID 95 in Form 6085706;Ship-to Post Code/City;
84-2-6085706-4-10-1000000014;MenuButton with ID 1000000014 in Form 6085706;&Approval;
84-2-6085706-5-10-1000000013;MenuItem with ID 1000000013 in Form 6085706;&Forward;
84-2-6085706-5-10-1000000016;MenuItem with ID 1000000016 in Form 6085706;&Approve;
